,species,country_of_origin,altitude_mean_meters,harvest_year,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,sweetness,moisture,clean_cup,quakers,category_one_defects,category_two_defects,total_cup_points
372,Arabica,Guatemala,427.353984,2012,Washed,7.5,7.5,7.75,7.5,8.0,7.67,10.0,10.0,0.0,10.0,0,3,12,83.5
373,Arabica,United States (Hawaii),,,Natural,7.5,7.67,7.58,7.92,7.58,7.67,10.0,10.0,0.01,10.0,0,0,0,83.5
374,Arabica,Indonesia,1600.0,2010,Semi-washed,7.83,7.58,7.58,7.58,7.75,7.58,10.0,10.0,0.0,10.0,0,0,0,83.5
375,Arabica,Colombia,439.0,2017,Washed,7.5,7.58,7.58,7.5,7.75,7.83,10.0,10.0,0.0,10.0,2,0,1,83.42
376,Arabica,Guatemala,1700.0,2017,Washed,7.67,7.75,7.5,7.58,7.58,7.67,10.0,10.0,0.1,10.0,0,0,3,83.42
377,Arabica,Colombia,442.0,2016,Washed,7.67,7.67,7.5,7.67,7.67,7.58,10.0,10.0,0.11,10.0,0,0,2,83.42
378,Arabica,Costa Rica,1850.0,2016,Washed,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,0.09,10.0,0,0,4,83.42
379,Arabica,Taiwan,,2015,Natural,7.67,7.67,7.0,7.08,7.0,7.0,10.0,10.0,0.11,10.0,0,0,0,83.42
380,Arabica,Uganda,1800.0,2015,Washed,7.58,7.75,7.33,7.75,7.67,7.58,10.0,10.0,0.11,10.0,0,0,1,83.42
381,Arabica,Thailand,1200.0,2015,Washed,7.5,7.58,7.75,7.5,7.75,7.67,10.0,10.0,0.13,10.0,0,0,0,83.42
382,Arabica,El Salvador,1330.0,2016,Washed,7.58,7.5,7.75,7.58,7.75,7.67,10.0,10.0,0.11,10.0,0,0,0,83.42
383,Arabica,Colombia,442.0,2015,Natural,7.58,7.67,7.58,7.67,7.58,7.67,10.0,10.0,0.12,10.0,0,4,0,83.42
384,Arabica,Brazil,,2014,Semi-washed,7.33,7.83,7.75,7.5,7.42,7.83,10.0,10.0,0.12,10.0,0,0,6,83.42
385,Arabica,"Tanzania, United Republic Of",1600.0,2014,Washed,7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,0.13,10.0,0,0,4,83.42
386,Arabica,Colombia,1813.0,2014,Washed,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10.0,0.12,10.0,0,0,1,83.42
387,Arabica,Guatemala,371.61216,2013,Natural,7.75,7.83,7.33,7.83,7.5,7.67,10.0,10.0,0.1,10.0,0,0,1,83.42
388,Arabica,Guatemala,1500.0,2014,Washed,7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,0.1,10.0,0,0,2,83.42
389,Arabica,Guatemala,399.48307200000005,2013,Washed,7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,0.11,10.0,0,0,0,83.42
390,Arabica,United States (Hawaii),,2012,Natural,7.42,7.75,7.67,7.58,7.67,7.67,10.0,10.0,0.0,10.0,0,0,2,83.42
391,Arabica,Colombia,1450.0,2012,Washed,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,0.11,10.0,0,0,2,83.42
392,Arabica,Colombia,,,Washed,7.58,7.58,7.58,7.67,7.75,7.67,10.0,10.0,0.1,10.0,0,1,3,83.42
393,Arabica,United States (Hawaii),,2010,Natural,7.5,7.92,7.42,7.67,7.83,7.58,10.0,10.0,0.01,10.0,0,0,0,83.42
394,Arabica,Thailand,,,Washed,7.58,7.25,7.5,7.92,7.92,7.42,10.0,10.0,0.11,10.0,0,0,0,83.42
395,Arabica,Mexico,1050.0,,Washed,7.25,7.88,7.38,7.63,7.5,8.75,9.0,10.0,0.09,10.0,0,2,4,83.38
396,Arabica,Colombia,1650.0,2016,Washed,7.75,7.5,7.75,7.58,7.58,7.58,10.0,10.0,0.0,10.0,1,0,0,83.33
397,Arabica,Colombia,,2016,Washed,7.67,7.58,7.58,7.42,7.67,7.75,10.0,10.0,0.0,10.0,0,0,0,83.33
398,Arabica,Colombia,,2016,Washed,7.83,7.58,7.58,7.58,7.5,7.58,10.0,10.0,0.0,10.0,0,1,2,83.33
399,Arabica,Brazil,1227.0,2015,Semi-washed,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,0.1,10.0,0,1,5,83.33
400,Arabica,Mexico,1200.0,2014,Washed,7.75,7.75,7.5,7.67,7.5,7.58,10.0,10.0,0.12,10.0,0,0,2,83.33
401,Arabica,Colombia,1650.0,2015,Washed,7.67,7.75,7.42,7.83,7.83,7.42,10.0,10.0,0.11,10.0,0,0,1,83.33
402,Arabica,"Tanzania, United Republic Of",1700.0,2014,Semi-washed,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,0.12,10.0,0,0,6,83.33
403,Arabica,Mexico,1100.0,2013,Washed,7.67,7.67,7.58,7.67,7.5,7.58,10.0,10.0,0.12,10.0,0,0,0,83.33
404,Arabica,Costa Rica,1300.0,2014,Washed,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,0.12,10.0,0,0,3,83.33
405,Arabica,United States (Hawaii),,2014,Natural,7.83,7.58,7.83,7.67,7.92,8.0,9.33,9.33,0.11,10.0,0,0,1,83.33
406,Arabica,Costa Rica,1200.0,2013,Washed,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,0.11,10.0,0,0,3,83.33
407,Arabica,Peru,,2013,Washed,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10.0,0.12,10.0,0,0,5,83.33
408,Arabica,Haiti,390.19276800000006,2012,Washed,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,0.11,10.0,0,0,4,83.33
409,Arabica,Colombia,1000.0,2013,Natural,7.67,7.67,7.5,7.67,7.92,7.42,10.0,10.0,0.11,10.0,0,0,1,83.33
410,Arabica,Guatemala,399.48307200000005,2013,Washed,7.83,7.67,7.17,7.67,7.67,7.67,10.0,10.0,0.11,10.0,0,0,3,83.33
411,Arabica,United States (Hawaii),,2012,Natural,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10.0,0.1,10.0,0,0,4,83.33
412,Arabica,Burundi,1880.0,2012,Washed,7.75,7.67,7.33,7.5,7.5,7.75,10.0,10.0,0.0,10.0,0,0,5,83.33
413,Arabica,Colombia,1750.0,2012,Washed,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,0.0,10.0,0,0,1,83.33
414,Arabica,United States (Hawaii),,,Washed,8.08,7.83,7.83,7.75,7.67,7.58,9.33,9.33,0.01,10.0,0,0,0,83.33
415,Arabica,United States (Hawaii),,,Natural,7.58,7.67,7.58,7.5,7.83,7.67,10.0,10.0,0.0,10.0,0,0,0,83.33
416,Arabica,Mexico,1600.0,2017,Washed,7.67,7.83,7.42,7.83,7.33,7.5,10.0,10.0,0.11,10.0,0,0,0,83.25
417,Arabica,Costa Rica,1900.0,2016,Honey,7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,0.11,10.0,0,0,0,83.25
418,Arabica,Costa Rica,,2015,Washed,7.83,7.5,7.42,7.67,7.5,7.67,10.0,10.0,0.11,10.0,0,0,0,83.25
419,Arabica,Guatemala,2100.0,2016,Washed,7.5,7.58,7.42,7.83,7.67,7.58,10.0,10.0,0.11,10.0,2,0,7,83.25
420,Arabica,Uganda,,2015,Washed,7.5,7.67,7.67,7.42,7.67,7.67,10.0,10.0,0.12,10.0,0,0,1,83.25
421,Arabica,Brazil,,2016,Natural,7.58,7.67,7.42,7.5,7.67,7.42,10.0,10.0,0.12,10.0,0,0,4,83.25
422,Arabica,Colombia,442.0,2015,Natural,7.58,7.67,7.67,7.17,7.75,7.83,10.0,10.0,0.0,10.0,0,0,2,83.25
423,Arabica,Mexico,1261.0,2015,Natural,7.83,7.75,7.5,7.58,7.58,7.58,10.0,10.0,0.12,10.0,0,0,2,83.25
424,Arabica,Taiwan,1000.0,2015,Washed,7.67,7.5,7.5,7.5,7.67,7.83,10.0,10.0,0.1,10.0,0,0,0,83.25
425,Arabica,Taiwan,800.0,2014,Washed,7.92,7.83,7.75,7.58,7.5,7.33,10.0,10.0,0.1,10.0,0,0,0,83.25
426,Arabica,Colombia,1483.0,2014,Natural,7.58,7.58,7.5,7.58,7.58,7.75,10.0,10.0,0.0,10.0,0,0,0,83.25
427,Arabica,Guatemala,1500.0,2014,Washed,7.5,7.67,7.58,7.67,7.67,7.5,10.0,10.0,0.1,10.0,0,0,1,83.25
428,Arabica,Colombia,1750.0,2013,Washed,7.83,7.5,7.67,7.33,7.67,7.67,10.0,10.0,0.11,10.0,0,0,1,83.25
429,Arabica,Mexico,1300.0,2013,Washed,7.58,7.75,7.5,7.5,7.58,7.58,10.0,10.0,0.12,10.0,0,0,6,83.25
430,Arabica,United States (Hawaii),,2012,Natural,7.58,7.75,7.83,8.0,8.08,7.67,9.33,9.33,0.11,10.0,0,0,4,83.25
431,Arabica,Mexico,,2012,Washed,7.75,7.58,7.58,7.58,7.5,7.58,10.0,10.0,0.13,10.0,0,0,7,83.25
432,Arabica,Mexico,1000.0,2012,Washed,7.75,7.75,7.42,7.92,7.33,7.5,10.0,10.0,0.12,10.0,0,0,0,83.25
433,Arabica,Guatemala,399.48307200000005,2012,Washed,7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,0.11,10.0,0,0,9,83.25
434,Arabica,Brazil,1200.0,2012,Semi-washed,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,0.11,10.0,0,0,1,83.25
435,Arabica,Colombia,175.0,2012,Washed,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,0.12,10.0,0,0,1,83.25
436,Arabica,Colombia,1775.0,2012,Washed,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,0.11,10.0,0,0,0,83.25
437,Arabica,Colombia,1700.0,2011,Washed,7.92,7.75,7.25,7.42,7.83,7.58,10.0,10.0,0.08,10.0,0,0,0,83.25
438,Arabica,Colombia,1880.0,2010,Washed,8.0,7.67,7.67,7.25,7.67,7.5,10.0,10.0,0.13,10.0,0,0,1,83.25
439,Arabica,Colombia,1800.0,2010,Washed,7.92,7.75,7.5,7.42,7.42,7.67,10.0,10.0,0.04,10.0,0,0,1,83.25
440,Arabica,Brazil,890.0,2017,Natural,7.67,7.42,7.5,7.58,7.67,7.58,10.0,10.0,0.11,10.0,0,0,4,83.17
441,Arabica,Guatemala,1901.0,2017,Washed,7.58,7.58,7.33,7.67,7.75,7.58,10.0,10.0,0.1,10.0,0,0,1,83.17
442,Arabica,"Tanzania, United Republic Of",168.0,2016,Washed,7.67,7.58,7.42,7.67,7.67,7.58,10.0,10.0,0.12,10.0,0,0,3,83.17
443,Arabica,Peru,,2017,Washed,7.92,7.5,7.5,7.58,7.67,7.5,10.0,10.0,0.11,10.0,1,0,0,83.17
444,Arabica,Vietnam,1550.0,2017,Natural,7.58,7.42,7.08,7.33,7.58,8.58,10.0,10.0,0.07,10.0,0,0,0,83.17
445,Arabica,Guatemala,1500.0,2016,Washed,7.67,7.75,7.42,7.75,7.58,7.5,10.0,10.0,0.11,10.0,2,2,3,83.17
446,Arabica,Honduras,1450.0,2016,Washed,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,0.11,10.0,1,0,1,83.17
447,Arabica,China,1200.0,2015,Washed,7.5,7.67,7.33,7.67,7.67,7.67,10.0,10.0,0.11,10.0,0,0,0,83.17
448,Arabica,China,1600.0,2015,Washed,7.67,7.67,7.5,7.67,7.42,7.58,10.0,10.0,0.1,10.0,0,0,3,83.17
449,Arabica,El Salvador,1350.0,2016,Washed,7.5,7.5,7.33,7.67,8.0,7.67,10.0,10.0,0.0,10.0,0,0,0,83.17
450,Arabica,Guatemala,1500.0,2015,Washed,7.5,7.75,7.5,7.83,7.58,7.5,10.0,10.0,0.11,10.0,0,0,1,83.17
451,Arabica,Guatemala,1650.0,2015,Washed,7.92,7.67,7.42,7.75,7.5,7.5,10.0,10.0,0.12,10.0,0,0,3,83.17
452,Arabica,Kenya,250.5,2014,Washed,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,0.1,9.33,0,0,1,83.17
453,Arabica,Thailand,800.0,2014,Washed,7.67,7.58,7.58,7.75,7.42,7.67,10.0,10.0,0.12,10.0,0,0,0,83.17
454,Arabica,"Tanzania, United Republic Of",1653.0,2014,Washed,7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,0.13,10.0,0,0,6,83.17
455,Arabica,Colombia,1775.0,2014,Washed,7.58,7.5,7.5,7.67,7.5,7.67,10.0,10.0,0.0,10.0,0,0,4,83.17
456,Arabica,Uganda,1800.0,2014,Washed,8.0,7.67,7.5,7.42,7.33,7.58,10.0,10.0,0.1,10.0,0,0,0,83.17
457,Arabica,Colombia,,2014,Washed,7.58,7.75,7.5,7.58,7.58,7.58,10.0,10.0,0.11,10.0,0,10,3,83.17
458,Arabica,Honduras,1450.0,2013,Natural,7.5,7.5,7.5,7.67,7.67,7.67,10.0,10.0,0.1,10.0,0,0,5,83.17
459,Arabica,Honduras,1350.0,2014,Natural,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,0.11,10.0,0,0,3,83.17
460,Arabica,Guatemala,464.51520000000005,2014,Washed,7.33,7.83,7.17,8.17,7.33,7.67,10.0,10.0,0.09,10.0,0,0,1,83.17
461,Arabica,United States (Hawaii),,2013,Natural,7.5,7.5,7.58,7.42,7.92,7.67,10.0,10.0,0.11,10.0,0,0,0,83.17
462,Arabica,"Tanzania, United Republic Of",1800.0,2014,Washed,7.58,7.5,7.58,7.75,7.58,7.58,10.0,10.0,0.12,10.0,0,0,1,83.17
463,Arabica,Guatemala,399.48307200000005,2013,Washed,7.67,7.83,7.33,7.67,7.5,7.67,10.0,10.0,0.11,10.0,0,0,2,83.17
464,Arabica,Mexico,1500.0,2013,Washed,7.75,7.58,7.58,7.58,7.5,7.42,10.0,10.0,0.11,10.0,0,0,2,83.17
465,Arabica,Mexico,532.0,2012,Washed,7.75,7.67,7.58,7.5,7.42,7.58,10.0,10.0,0.12,10.0,0,3,8,83.17
466,Arabica,Mexico,1089.0,2012,Washed,7.58,7.75,7.42,7.67,7.5,7.58,10.0,10.0,0.14,10.0,0,0,10,83.17
467,Arabica,Colombia,1775.0,2012,Washed,7.67,7.5,7.5,7.5,7.58,8.17,10.0,10.0,0.11,10.0,0,1,2,83.17
468,Arabica,Mexico,700.0,2012,Washed,7.75,7.5,7.42,7.75,7.58,7.58,10.0,10.0,0.13,10.0,0,0,5,83.17
469,Arabica,Colombia,1750.0,2012,Washed,7.58,7.67,7.5,7.58,7.67,7.67,10.0,10.0,0.11,10.0,0,0,0,83.17
470,Arabica,Mexico,1380.0,2012,Washed,7.5,7.75,7.58,7.58,7.67,7.5,10.0,10.0,0.11,10.0,0,0,5,83.17
471,Arabica,Brazil,1000.0,2012,Natural,7.75,7.67,7.58,7.5,7.58,7.58,10.0,10.0,0.12,10.0,0,0,1,83.17
472,Arabica,Brazil,950.0,2012,Natural,7.92,7.58,7.5,7.58,7.42,7.5,10.0,10.0,0.11,10.0,0,0,4,83.17
473,Arabica,Guatemala,427.353984,2012,Washed,7.75,7.5,7.67,7.5,7.92,8.0,10.0,9.33,0.0,10.0,0,0,10,83.17
474,Arabica,Brazil,1000.0,2011,Semi-washed,7.75,7.5,7.58,7.5,7.75,7.5,10.0,10.0,0.12,10.0,0,0,3,83.17
475,Arabica,Brazil,900.0,2011,Semi-washed,7.58,7.75,7.67,7.5,7.67,7.58,10.0,10.0,0.02,10.0,0,0,2,83.17
476,Arabica,El Salvador,1200.0,2010,Washed,7.42,7.83,8.17,8.08,7.17,7.58,10.0,10.0,0.14,9.33,0,0,3,83.17
477,Arabica,Ethiopia,1850.0,,Washed,7.75,8.0,7.67,8.08,7.83,7.92,9.33,9.33,0.01,9.33,0,0,0,83.17
478,Arabica,Colombia,1799.0,2016,Washed,7.58,7.67,7.33,7.67,7.75,7.58,10.0,10.0,0.0,10.0,1,0,4,83.08
479,Arabica,Colombia,,2016,Washed,7.75,7.5,7.5,7.42,8.0,7.75,10.0,10.0,0.0,10.0,2,1,5,83.08
480,Arabica,Brazil,905.0,2015,Honey,7.58,7.58,7.58,7.5,7.67,7.58,10.0,10.0,0.11,10.0,2,0,2,83.08
481,Arabica,Brazil,1.0,2015,Natural,7.33,7.67,7.67,7.33,7.75,7.42,10.0,10.0,0.0,10.0,0,0,3,83.08
482,Arabica,Taiwan,750.0,2015,Natural,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10.0,0.0,10.0,0,0,0,83.08
483,Arabica,Brazil,,2015,Natural,7.42,7.67,7.58,7.5,7.75,7.67,10.0,10.0,0.11,10.0,0,0,13,83.08
484,Arabica,Brazil,1200.0,2014,Washed,7.58,7.83,7.67,7.42,7.42,7.5,10.0,10.0,0.0,10.0,0,0,1,83.08
485,Arabica,Costa Rica,1300.0,2014,Washed,7.83,7.33,7.5,7.67,7.58,7.67,10.0,10.0,0.1,10.0,0,0,3,83.08
486,Arabica,United States (Hawaii),,2013,Natural,7.33,7.75,7.58,7.33,7.83,7.67,10.0,10.0,0.12,10.0,0,0,8,83.08
487,Arabica,Taiwan,1300.0,2013,Other,7.75,7.75,7.5,7.5,7.5,7.5,10.0,10.0,0.11,10.0,0,0,0,83.08
488,Arabica,United States (Hawaii),,2012,Natural,7.83,7.83,7.33,7.17,7.75,7.67,10.0,10.0,0.1,10.0,0,0,0,83.08
489,Arabica,Mexico,1400.0,2012,Washed,7.75,7.67,7.42,7.75,7.5,7.5,10.0,10.0,0.1,10.0,0,0,1,83.08
490,Arabica,United States (Hawaii),,2012,Natural,7.67,7.58,7.5,7.67,7.92,8.0,9.33,10.0,0.0,9.33,0,1,4,83.08
491,Arabica,United States (Hawaii),,2012,Washed,7.33,7.58,7.58,7.92,7.67,7.58,10.0,10.0,0.12,10.0,0,0,0,83.08
492,Arabica,Colombia,1775.0,,Washed,7.33,7.33,7.33,7.58,7.25,8.08,10.0,10.0,0.01,10.0,0,0,0,83.08
493,Arabica,Colombia,1880.0,2010,Washed,7.83,7.75,7.33,7.25,7.42,7.92,10.0,10.0,0.08,10.0,0,1,3,83.08
494,Arabica,Indonesia,1350.0,2010,Washed,7.67,7.58,7.5,7.58,7.67,7.58,10.0,10.0,0.0,10.0,0,0,0,83.08
495,Arabica,Guatemala,,,Washed,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10.0,0.02,10.0,0,0,1,83.08
496,Arabica,Brazil,890.0,2017,Natural,7.58,7.5,7.5,7.75,7.67,7.5,10.0,10.0,0.0,10.0,0,0,4,83.0
497,Arabica,Brazil,894.0,2016,Natural,7.5,7.58,7.58,7.67,7.58,7.5,10.0,10.0,0.11,10.0,3,0,5,83.0
498,Arabica,Brazil,872.0,2016,Natural,7.5,7.67,7.58,7.67,7.58,7.42,10.0,10.0,0.11,10.0,2,0,3,83.0
499,Arabica,Uganda,1473.0,2015,Washed,7.67,7.58,7.42,7.42,7.83,7.5,10.0,10.0,0.12,10.0,0,0,6,83.0
500,Arabica,Uganda,1645.0,2015,Natural,7.67,7.67,7.5,7.58,7.42,7.5,10.0,10.0,0.12,10.0,5,0,8,83.0
501,Arabica,Colombia,442.0,2016,Washed,7.67,7.67,7.33,7.67,7.5,7.58,10.0,10.0,0.11,10.0,0,0,4,83.0
502,Arabica,Vietnam,1550.0,2014,Other,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10.0,0.0,10.0,0,0,0,83.0
503,Arabica,Guatemala,1550.0,2015,Washed,7.67,7.75,7.33,7.92,7.42,7.5,10.0,10.0,0.11,10.0,0,0,3,83.0
504,Arabica,Guatemala,418.06368,2015,Washed,7.75,7.67,7.33,7.75,7.5,7.42,10.0,10.0,0.11,10.0,0,0,2,83.0
505,Arabica,Guatemala,1500.0,2015,Washed,7.83,7.67,7.25,7.67,7.75,7.5,10.0,10.0,0.11,10.0,0,0,2,83.0
506,Arabica,Brazil,1000.0,2014,Natural,7.67,7.67,7.67,7.5,7.42,7.5,10.0,10.0,0.0,10.0,0,0,0,83.0
507,Arabica,Taiwan,1200.0,2014,Washed,7.92,7.92,7.83,7.58,7.33,7.25,10.0,10.0,0.08,10.0,0,0,0,83.0
508,Arabica,Uganda,1800.0,2013,Washed,7.83,7.58,7.5,7.5,7.58,7.5,10.0,10.0,0.12,10.0,0,0,0,83.0
509,Arabica,United States (Puerto Rico),260.12851200000006,2013,Washed,7.67,7.5,7.67,7.83,7.75,7.83,10.0,9.33,0.0,10.0,0,0,0,83.0
510,Arabica,Guatemala,1500.0,2014,Washed,7.67,7.67,7.42,7.83,7.5,7.5,10.0,10.0,0.1,10.0,0,1,0,83.0
511,Arabica,Costa Rica,1200.0,2013,Washed,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,0.11,10.0,0,0,3,83.0
512,Arabica,Brazil,1250.0,2013,Semi-washed,7.75,7.58,7.42,7.67,7.42,7.67,10.0,10.0,0.12,10.0,0,0,4,83.0
513,Arabica,Colombia,1775.0,2013,Washed,7.75,7.42,7.33,7.5,7.58,7.17,10.0,10.0,0.11,10.0,0,1,1,83.0
514,Arabica,Colombia,1750.0,2013,Washed,7.83,7.5,7.58,7.33,7.5,7.67,10.0,10.0,0.0,10.0,0,0,0,83.0
515,Arabica,Colombia,1000.0,2013,Natural,7.33,7.67,7.75,7.42,7.75,7.58,10.0,10.0,0.11,10.0,0,0,1,83.0
516,Arabica,Colombia,1000.0,2013,Natural,7.58,7.75,7.42,7.67,7.58,7.42,10.0,10.0,0.0,10.0,0,0,2,83.0
517,Arabica,Colombia,1775.0,2012,Washed,7.5,7.5,7.42,7.58,7.75,7.58,10.0,10.0,0.11,10.0,0,1,2,83.0
518,Arabica,Mexico,750.0,2012,Washed,7.67,7.58,7.42,7.5,7.67,7.58,10.0,10.0,0.11,10.0,0,0,20,83.0
519,Arabica,Mexico,1200.0,2012,Semi-washed,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10.0,0.11,10.0,0,0,7,83.0
520,Arabica,Mexico,1200.0,2012,Washed,7.5,7.67,7.5,7.5,7.58,7.58,10.0,10.0,0.11,10.0,0,5,8,83.0
521,Arabica,Colombia,,2012,Natural,7.67,7.58,7.5,7.5,7.75,7.5,10.0,10.0,0.0,10.0,0,1,4,83.0
522,Arabica,Colombia,1625.0,2012,Washed,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10.0,0.0,10.0,0,0,4,83.0
523,Arabica,Colombia,1750.0,2012,Washed,7.67,7.58,7.58,7.58,7.67,7.42,10.0,10.0,0.11,10.0,0,0,0,83.0
524,Arabica,Guatemala,418.06368,2012,Washed,7.5,7.67,7.5,7.67,7.5,7.83,10.0,10.0,0.1,10.0,0,0,2,83.0
525,Arabica,Colombia,1775.0,2011,Washed,7.67,7.67,7.58,7.5,7.67,7.42,10.0,10.0,0.12,10.0,0,0,0,83.0
526,Arabica,Thailand,,2011,Natural,7.33,7.67,7.58,7.5,7.75,7.67,10.0,10.0,0.28,10.0,0,0,0,83.0
527,Arabica,Colombia,1450.0,,Washed,7.33,7.67,7.58,7.33,7.58,7.92,10.0,10.0,0.08,10.0,0,0,1,83.0
528,Arabica,United States (Hawaii),,,Natural,7.83,7.83,7.67,7.83,7.92,7.83,9.33,9.33,0.0,9.33,0,0,0,83.0
529,Arabica,United States (Hawaii),,,Natural,7.5,7.58,7.42,7.58,7.58,7.67,10.0,10.0,0.0,10.0,0,0,1,83.0
530,Arabica,Colombia,1800.0,2011,Washed,7.5,7.58,7.67,7.67,7.58,7.58,10.0,10.0,0.06,10.0,0,0,2,83.0
531,Arabica,Nicaragua,,2009,Washed,7.58,7.83,7.75,7.92,7.92,8.08,9.33,9.33,0.07,9.33,0,0,0,83.0
532,Arabica,Thailand,,,Washed,7.5,7.25,7.42,7.75,8.17,7.5,10.0,10.0,0.0,10.0,0,0,0,83.0
533,Arabica,Brazil,890.0,2017,Natural,7.67,7.58,7.5,7.58,7.58,7.5,10.0,10.0,0.0,10.0,0,0,0,82.92
534,Arabica,El Salvador,1350.0,2017,Washed,7.5,7.5,7.75,7.58,7.92,7.83,10.0,9.33,0.0,10.0,0,0,1,82.92
535,Arabica,Colombia,1500.0,2017,Washed,7.58,7.67,7.5,7.33,7.67,7.58,10.0,10.0,0.11,10.0,0,0,1,82.92
536,Arabica,Taiwan,350.0,2016,Natural,7.17,7.83,7.25,7.67,7.67,7.58,10.0,10.0,0.09,10.0,0,31,0,82.92
537,Arabica,Ethiopia,2000.0,2016,Washed,7.58,7.58,7.5,7.5,7.58,7.58,10.0,10.0,0.0,10.0,0,1,20,82.92
538,Arabica,Taiwan,775.0,2014,Natural,7.5,7.58,7.67,7.33,7.5,7.75,10.0,10.0,0.0,10.0,0,0,9,82.92
539,Arabica,Philippines,1200.0,2015,Washed,7.58,7.58,7.67,7.58,7.5,7.5,10.0,10.0,0.11,10.0,0,0,1,82.92
540,Arabica,Philippines,1600.0,2014,Washed,8.08,7.5,7.67,7.42,7.33,7.5,10.0,10.0,0.0,10.0,0,0,0,82.92
541,Arabica,Mexico,1059.0,2015,Natural,7.83,7.67,7.25,7.58,7.5,7.5,10.0,10.0,0.13,10.0,0,0,3,82.92
542,Arabica,Mexico,1300.0,2015,Washed,7.75,7.67,7.42,7.42,7.75,7.5,10.0,10.0,0.12,10.0,0,2,8,82.92
543,Arabica,Brazil,1000.0,2014,Semi-washed,7.08,7.5,7.5,7.83,7.75,7.67,10.0,10.0,0.11,10.0,0,0,16,82.92
544,Arabica,Uganda,1650.0,2013,Washed,8.0,7.5,7.5,7.58,7.33,7.42,10.0,10.0,0.12,10.0,0,0,0,82.92
545,Arabica,Uganda,1400.0,2013,Washed,7.75,7.58,7.58,7.5,7.5,7.5,10.0,10.0,0.12,10.0,0,0,4,82.92
546,Arabica,Guatemala,1500.0,2014,Washed,7.75,7.5,7.42,7.58,7.67,7.5,10.0,10.0,0.1,10.0,0,0,1,82.92
547,Arabica,Guatemala,1500.0,2014,Natural,7.67,7.83,7.42,7.5,7.33,7.5,10.0,10.0,0.1,10.0,0,0,2,82.92
548,Arabica,Guatemala,,2012,Washed,7.58,7.58,7.25,7.58,7.58,7.58,10.0,10.0,0.1,10.0,0,0,4,82.92
549,Arabica,Colombia,1900.0,2013,Washed,7.58,7.5,7.75,7.33,7.58,7.58,10.0,10.0,0.11,10.0,0,0,2,82.92
550,Arabica,Colombia,1750.0,2013,Natural,7.75,7.5,7.25,7.5,7.75,7.5,10.0,10.0,0.0,10.0,0,0,0,82.92
551,Arabica,Guatemala,520.2570240000001,2013,Washed,7.83,7.75,7.25,7.92,7.5,7.17,10.0,10.0,0.11,10.0,0,0,2,82.92
552,Arabica,Colombia,1450.0,2013,Washed,7.83,7.67,7.42,7.42,7.5,7.58,10.0,10.0,0.11,10.0,0,3,5,82.92
553,Arabica,Mexico,1248.0,2012,Natural,7.58,7.58,7.33,7.25,7.58,7.75,10.0,10.0,0.1,10.0,0,0,4,82.92
554,Arabica,Vietnam,1040.0,2012,Natural,7.67,7.33,7.17,7.58,8.08,7.42,10.0,10.0,0.0,10.0,0,0,17,82.92
555,Arabica,Mexico,1400.0,2012,Washed,8.0,7.92,7.67,7.17,7.67,7.42,9.33,10.0,0.14,10.0,0,1,4,82.92
556,Arabica,United States (Hawaii),,2012,Washed,7.5,7.5,7.5,7.42,7.67,7.83,10.0,10.0,0.1,10.0,0,0,0,82.92
557,Arabica,Colombia,1450.0,2011,Washed,7.5,7.75,7.33,7.75,7.08,7.83,10.0,10.0,0.15,10.0,0,0,0,82.92
558,Arabica,Thailand,,,Washed,7.42,7.58,7.5,7.17,7.5,8.0,10.0,10.0,0.0,10.0,0,0,0,82.92
